Test Date,Nest,Treatment,Diver,EggScore,EggStage,StartTime,Gone,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,FanCount,FanPerc,FanProp,GuardCount,GuardPerc,GuardProp,ChaseCount,ChasePerc,ChaseProp,ReturnCount,ReturnPerc,ReturnProp,AbsentCount,AbsentPerc,AbsentProp,PredCount,FishChase,DiverChase,Jar,Notes
18/05/2022,114,SC,Sam,3,E,14:49,0,G,G,G,G,G,F,F,F,F,C,F,F,F,F,F,F,F,F,F,F,F,15,71.42857143,0.714285714,5,23.80952381,0.238095238,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,3,1,
18/05/2022,115,PES,Connor,3,E,11:26,0,A,A,A,A,A,A,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,0,0,0,0,0,0,0,0,0,13,61.9047619,0.619047619,8,38.0952381,0.380952381,0,0,0,0,"Hanging out ~3 m from nest the whole time, fled jar with no return"
16/05/2022,117,SC,Laura,4,E,09:44,0,G,G,F,G,G,G,F,F,F,G,G,G,G,G,G,G,C,G,G,F,G,5,23.80952381,0.238095238,15,71.42857143,0.714285714,1,4.761904762,0.047619048,0,0,0,0,0,0,0,1,0,40,
21/05/2022,119,PES,Declan,3,E,13:09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent
18/05/2022,120,SC,Laura,3,E,13:49,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
21/05/2022,147,LC,Declan,3,E,10:49,0,F,F,F,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,19,Declan's/Laura's ~8 min ahead?
21/05/2022,154,AC,Connor,4,E,11:08,0,G,F,F,F,F,F,G,F,F,F,F,F,F,F,G,F,F,F,F,F,G,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,0,0,11,
21/05/2022,320,TENS,Declan,3,E,NA,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Declan's/Laura's ~8 min ahead?
21/05/2022,321,LC,Connor,3,E,09:52,0,F,R,C,R,F,G,F,G,F,F,G,F,F,F,F,F,C,F,C,F,F,13,61.9047619,0.619047619,3,14.28571429,0.142857143,3,14.28571429,0.142857143,2,9.523809524,0.095238095,0,0,0,0,3,2,12,Aggressive fish - hard jar hits
21/05/2022,322,MS-222,Declan,3,E,NA,0,F,F,F,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,19,90.47619048,0.904761905,2,9.523809524,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,23,Declan's/Laura's ~8 min ahead? | Fanning the wrong nest from 15 s to 105 s
21/05/2022,333,AC,Declan,3,E,12:15,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Declan's/Laura's ~8 min ahead?
21/05/2022,363,MS-222,Connor,3,E,10:43,0,F,F,F,F,F,F,F,F,R,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,1,0,30,Chased a snail...
20/05/2022,088a,TENS,Connor,4,E,10:39,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,R,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,1,0,16,Fuzz everywhere
20/05/2022,M123,LC,Declan,3,E,BOOK,0,F,F,F,G,G,F,F,F,F,F,G,F,F,F,F,F,F,F,F,F,F,18,85.71428571,0.857142857,3,14.28571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,41,Very aggressive
20/05/2022,M166,PES,Declan,NA,E,BOOK,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
